customer_id,tenure,monthly_charges,total_charges,contract,payment_method,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn
CUST_01308,12,99.1362919122886,7121.096597537971,Two year,Credit card,No,No internet service,Yes,No,Yes,No,No internet service,0
CUST_01309,39,88.05606661388379,2233.0161537665854,Two year,Bank transfer,Fiber optic,No,No,Yes,No internet service,Yes,Yes,0
CUST_01310,66,49.95563196148973,5376.700281929716,Two year,Electronic check,Fiber optic,Yes,No,Yes,Yes,No,No internet service,0
CUST_01311,13,65.77438171662133,6470.206718269358,One year,Mailed check,Fiber optic,No,Yes,No,No,No,No internet service,0
CUST_01312,46,29.55591039583352,1396.7671504161162,Two year,Electronic check,No,No internet service,Yes,No,Yes,No internet service,Yes,0
CUST_01313,27,109.81464448201008,3595.8249025009086,Two year,Credit card,DSL,No internet service,Yes,No,No,No,No,0
CUST_01314,17,113.54248244485342,4001.303931150195,One year,Credit card,No,No internet service,No internet service,Yes,No internet service,No,No internet service,0
CUST_01315,60,117.98035353809381,2565.743776179716,Two year,Mailed check,No,No,No internet service,No,No internet service,Yes,No internet service,0
CUST_01316,64,106.85528307858377,3905.8710548589534,Month-to-month,Bank transfer,Fiber optic,No,No,No,Yes,No internet service,No,0
CUST_01317,35,37.39608876962255,2608.6106954771703,One year,Bank transfer,No,No,Yes,No internet service,Yes,No internet service,No internet service,0
CUST_01318,70,24.619648320162884,2949.907185936153,One year,Electronic check,No,No,No,No internet service,Yes,Yes,No,0
CUST_01319,30,77.9596727412674,5387.7163117516375,One year,Mailed check,Fiber optic,No,No,No internet service,No internet service,Yes,No,0
CUST_01320,71,111.26050268831104,5097.486819609477,Month-to-month,Bank transfer,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,0
CUST_01321,63,37.73513616597428,1934.8992338004493,One year,Credit card,No,No internet service,No internet service,Yes,No internet service,No,No,0
CUST_01322,28,20.704291462414186,7190.114789883854,One year,Bank transfer,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,0
CUST_01323,60,100.54960460322444,6916.029510803986,One year,Mailed check,DSL,Yes,No internet service,Yes,Yes,No internet service,Yes,0
CUST_01324,37,27.6795684286734,4121.758122850618,One year,Credit card,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,0
CUST_01325,22,61.37060319100304,3522.680867296428,Month-to-month,Electronic check,DSL,No,No internet service,No internet service,No,Yes,No internet service,0
CUST_01326,68,87.8887337188785,3077.1622655744595,Two year,Credit card,DSL,No internet service,No,Yes,No,No internet service,No internet service,0
CUST_01327,20,43.679758545618014,5687.416557464869,Two year,Bank transfer,DSL,Yes,No,No internet service,No,Yes,No,0
CUST_01328,68,28.396256344672672,5406.1618519548165,One year,Bank transfer,Fiber optic,Yes,No,Yes,No,No,Yes,0
CUST_01329,64,97.00212284558286,1649.8267948100315,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,1
CUST_01330,17,83.01750848870415,5404.518447272854,One year,Electronic check,DSL,Yes,No,No,Yes,No internet service,No internet service,0
CUST_01331,12,118.84904844868048,2094.2064334061156,Two year,Bank transfer,DSL,Yes,No internet service,Yes,No internet service,No,No,0
CUST_01332,22,54.43080333199593,246.61085853585197,Two year,Mailed check,DSL,No,No,Yes,No internet service,No,No internet service,0
CUST_01333,17,26.17623862901997,5623.7485525452785,Month-to-month,Electronic check,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,0
CUST_01334,10,93.43500353352958,5193.869459439921,Two year,Credit card,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,1
CUST_01335,65,72.17334188532456,3345.3931727572976,One year,Bank transfer,No,No,No,No,No internet service,No,No internet service,0
CUST_01336,22,41.3203931389135,4252.919841764098,Month-to-month,Mailed check,No,Yes,No,No,No internet service,No,No internet service,0
CUST_01337,50,98.17289890047594,7582.636614475501,Two year,Mailed check,No,No internet service,No internet service,Yes,No,No,No internet service,0
CUST_01338,14,40.37554858499438,4802.081429152958,One year,Electronic check,No,No internet service,No,No internet service,Yes,No internet service,No,0
CUST_01339,64,46.06616548329366,5297.283089158598,Month-to-month,Mailed check,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,0
CUST_01340,47,29.252855436671915,604.8994354982146,One year,Electronic check,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,0
CUST_01341,29,59.94322790308544,1411.3562393334894,Two year,Electronic check,Fiber optic,No,No,No internet service,No internet service,No,Yes,0
CUST_01342,36,61.89292239374189,2477.5229836515464,One year,Electronic check,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,0
CUST_01343,52,71.45617903482984,4361.0966124223305,Month-to-month,Credit card,DSL,No,No,No,Yes,Yes,No,0
CUST_01344,7,90.89642671237775,6235.0680782682375,One year,Credit card,No,No internet service,No,No internet service,No internet service,Yes,Yes,1
CUST_01345,29,110.61009286804259,2637.8029345298373,Two year,Mailed check,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST_01346,11,33.77340988878086,2915.421200782314,Month-to-month,Credit card,Fiber optic,No internet service,No,Yes,Yes,Yes,No,1
CUST_01347,33,25.434809834865707,2123.591992872616,Month-to-month,Electronic check,No,No internet service,No,No,No,Yes,No internet service,0
CUST_01348,6,21.85312335943333,2111.4137014329162,Two year,Electronic check,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,1
CUST_01349,32,34.36213780688163,7596.024382568893,One year,Credit card,DSL,Yes,No,No,Yes,No,Yes,0
CUST_01350,51,85.79494857816259,5120.111718989231,One year,Mailed check,Fiber optic,No,No,Yes,No internet service,No,No internet service,0
CUST_01351,58,92.74770779964966,1331.61982396558,Two year,Electronic check,No,Yes,No internet service,Yes,No,No internet service,Yes,0
CUST_01352,26,98.65057135281222,5805.763766865653,Month-to-month,Credit card,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,1
CUST_01353,46,44.37082119043427,5803.967032544229,Two year,Bank transfer,DSL,No,Yes,No internet service,No internet service,No,No,0
CUST_01354,29,50.58948132615199,5365.11454882427,Month-to-month,Mailed check,No,No,Yes,Yes,No,No,Yes,0
CUST_01355,4,68.31346455654995,1164.2915162162426,Month-to-month,Mailed check,No,No,Yes,No,No internet service,Yes,No internet service,1
CUST_01356,13,26.31830968602265,3323.1327194097366,One year,Mailed check,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,0
CUST_01357,39,81.1141523211246,943.3750109058637,Two year,Bank transfer,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,0
CUST_01358,15,118.37350336757578,6551.301982327878,Month-to-month,Electronic check,No,No,No internet service,Yes,No,No,Yes,1
CUST_01359,29,56.08063113780025,5275.859931105562,One year,Mailed check,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST_01360,29,95.2847475091384,4106.911100465765,Two year,Credit card,No,No internet service,No internet service,No,No,Yes,Yes,0
CUST_01361,32,70.00339155696079,2809.8222643547133,Two year,Mailed check,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,0
CUST_01362,2,32.781184436038274,1555.5708485060238,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,1
CUST_01363,47,78.22374488025864,940.9359517815524,Month-to-month,Mailed check,DSL,No,Yes,No,No,No internet service,Yes,0
CUST_01364,22,49.9874268444065,7757.000799541506,Month-to-month,Credit card,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,0
CUST_01365,27,23.440320845345823,1677.2242714525821,Two year,Credit card,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,0
CUST_01366,67,83.49297301177438,573.0095510989468,Month-to-month,Credit card,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,1
CUST_01367,56,105.89323493247277,7697.167500241721,Two year,Bank transfer,No,No,No internet service,Yes,No,No,Yes,0
CUST_01368,21,54.47697668998742,4436.718756726834,One year,Bank transfer,DSL,Yes,Yes,Yes,No internet service,No internet service,No,0
CUST_01369,47,59.02955472127705,6393.588206430029,Two year,Bank transfer,DSL,No internet service,No,Yes,No,No,No internet service,0
CUST_01370,59,109.10216829672115,445.7501928667166,Month-to-month,Electronic check,DSL,No internet service,Yes,No,No internet service,Yes,Yes,0
CUST_01371,6,101.36088133673559,4578.872274089272,Two year,Credit card,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,1
CUST_01372,19,91.49528235517771,3245.8587165321615,Month-to-month,Electronic check,No,No internet service,Yes,Yes,No,No,No internet service,0
CUST_01373,57,44.8797063753148,6198.51903136408,One year,Bank transfer,DSL,No,No,Yes,Yes,No internet service,Yes,0
CUST_01374,69,111.02166549666445,403.5626005485629,Month-to-month,Credit card,No,No,Yes,No internet service,No internet service,No internet service,Yes,1
CUST_01375,3,35.4415757539213,3273.3554916367534,Month-to-month,Electronic check,DSL,No,Yes,No internet service,Yes,No,No,1
CUST_01376,1,82.67705194172218,6412.680013940949,Month-to-month,Bank transfer,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,1
CUST_01377,58,22.88011805465187,4229.308390643123,Month-to-month,Electronic check,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,0
CUST_01378,38,84.37198063249458,4445.306053888971,Month-to-month,Electronic check,DSL,No,Yes,No,No,Yes,No internet service,1
CUST_01379,15,47.71443518733598,867.6009875311275,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,0
CUST_01380,34,64.967697718372,1145.4113933487217,One year,Credit card,Fiber optic,Yes,No,Yes,No,Yes,No,0
CUST_01381,61,54.52645520570531,5448.296882389708,One year,Mailed check,DSL,Yes,No,Yes,No internet service,Yes,No,0
CUST_01382,35,37.27567562462099,5432.8683160903665,Two year,Mailed check,No,Yes,No internet service,No,Yes,No internet service,No,0
CUST_01383,64,82.19807900938741,7834.916814592959,Month-to-month,Electronic check,Fiber optic,Yes,No,No internet service,No internet service,No internet service,Yes,0
CUST_01384,25,108.19755551406074,5724.428605717848,Two year,Electronic check,DSL,No,Yes,Yes,Yes,No,No,0
CUST_01385,24,115.90842422824034,3996.623617874234,One year,Electronic check,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,0
CUST_01386,12,39.234636315391505,6872.889805915068,One year,Credit card,No,Yes,No internet service,Yes,No,Yes,No internet service,0
CUST_01387,18,91.73727740629734,925.3365879458962,Month-to-month,Electronic check,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,1
CUST_01388,15,86.43393666056822,3649.436985080411,Month-to-month,Electronic check,DSL,No internet service,Yes,No internet service,No internet service,No,No,0
CUST_01389,27,54.33777895745725,2368.161976327801,Two year,Electronic check,No,No,Yes,No,No internet service,No internet service,Yes,0
CUST_01390,60,21.909919935372585,926.6386747282421,One year,Bank transfer,No,Yes,No,No internet service,Yes,No internet service,No,0
CUST_01391,46,88.97912473128662,6131.6664692908935,Two year,Mailed check,DSL,No internet service,No,No,Yes,Yes,No internet service,0
CUST_01392,17,114.54948605595001,4135.257040941183,Two year,Mailed check,No,No internet service,No,No,No internet service,No internet service,Yes,0
CUST_01393,53,83.21201219156514,4498.472887190176,Two year,Bank transfer,No,Yes,No internet service,Yes,Yes,No internet service,No,0
CUST_01394,8,63.52927241876341,3348.915984491599,Month-to-month,Credit card,DSL,No,Yes,Yes,Yes,No internet service,No,1
CUST_01395,27,72.51538941116283,3736.664129661608,One year,Credit card,Fiber optic,No,No,Yes,No,Yes,No,0
CUST_01396,46,39.962880765991756,1016.5373582717248,Two year,Credit card,No,Yes,Yes,No,No,No internet service,Yes,0
CUST_01397,50,95.05441637537376,5416.050811867114,One year,Bank transfer,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,0
CUST_01398,71,94.64198300098491,3516.3341408811884,One year,Mailed check,Fiber optic,No,Yes,No internet service,No internet service,No,No,0
CUST_01399,3,34.55173003874249,6552.463827723708,Two year,Mailed check,Fiber optic,No,Yes,Yes,No,Yes,No internet service,0
CUST_01400,64,107.7978382499659,1650.6688811303013,Two year,Electronic check,No,No internet service,No internet service,Yes,No,No internet service,No,0
CUST_01401,44,46.91897394733053,1719.9352380088026,Month-to-month,Mailed check,DSL,No internet service,No,No,Yes,Yes,Yes,0
CUST_01402,53,118.22560609366148,5201.500615092433,One year,Credit card,DSL,No internet service,Yes,Yes,No,No internet service,Yes,0
CUST_01403,24,58.290301403724584,6783.427044839435,Two year,Credit card,DSL,No internet service,Yes,No,Yes,Yes,Yes,0
CUST_01404,60,37.78840587344996,3830.362925083585,Two year,Electronic check,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,0
CUST_01405,3,55.17201113456523,5842.93556299149,One year,Electronic check,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,0
CUST_01406,20,64.01803286971932,7994.706379795377,Two year,Mailed check,DSL,No,Yes,Yes,No internet service,No,No,0
CUST_01407,46,26.930777303829483,7923.098553858532,One year,Electronic check,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,0
CUST_01408,15,77.82183812232896,5980.26105829143,Two year,Electronic check,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,0
CUST_01409,25,79.76324398689003,5942.733268458165,One year,Bank transfer,Fiber optic,Yes,Yes,Yes,No,No,No internet service,0
CUST_01410,71,93.89304553494722,2056.189208871355,Two year,Mailed check,No,Yes,No internet service,No,No internet service,No,No internet service,0
CUST_01411,17,22.91698922907433,6684.963089195812,Two year,Credit card,No,No internet service,No,No,Yes,Yes,No,0
CUST_01412,9,74.12382144338301,3300.3068036722525,Month-to-month,Bank transfer,No,Yes,Yes,Yes,Yes,Yes,No,1
CUST_01413,38,25.290743327066437,7699.751887947899,One year,Credit card,DSL,Yes,No internet service,No internet service,No,No,No,0
CUST_01414,48,90.11442199666534,743.2787407847906,Month-to-month,Electronic check,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,1
CUST_01415,60,25.57279857009845,3543.1389140945357,Two year,Electronic check,No,Yes,Yes,Yes,Yes,Yes,No,0
CUST_01416,63,111.17278483416327,4491.139852699639,One year,Credit card,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,0
CUST_01417,2,90.20825668844965,3300.734035980702,One year,Bank transfer,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,1
CUST_01418,11,70.73897650851572,1763.5756049890524,Two year,Bank transfer,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,0
CUST_01419,64,64.15039232811749,4784.609061381828,Two year,Bank transfer,DSL,No,No,No,Yes,Yes,Yes,0
CUST_01420,21,33.06726304132624,6071.751525538587,Two year,Electronic check,No,No internet service,No,No,No internet service,No,No internet service,0
CUST_01421,18,49.09993895646631,5194.224908559552,Two year,Mailed check,DSL,Yes,No internet service,No internet service,No,No,No internet service,0
CUST_01422,64,106.89591050208962,1952.145905583512,One year,Electronic check,DSL,No,No internet service,No,No,No,No internet service,0
CUST_01423,38,110.4452811562494,5879.702760511339,Month-to-month,Credit card,Fiber optic,Yes,No,No,Yes,Yes,No internet service,0
CUST_01424,32,20.074770837053105,2129.49266775205,One year,Bank transfer,DSL,No internet service,No,Yes,No internet service,Yes,Yes,0
CUST_01425,11,79.41363914775513,1484.0986670999162,One year,Mailed check,No,No,No,No,Yes,No,No,0
CUST_01426,45,91.93006090251136,5556.277321965905,One year,Bank transfer,No,No,No,No,Yes,No,No,0
CUST_01427,33,81.87469824576063,6758.01924430004,One year,Electronic check,DSL,No internet service,No,Yes,No internet service,No internet service,No,0
CUST_01428,41,28.167976486635396,3904.161636802938,Two year,Mailed check,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,0
CUST_01429,8,41.77248987989022,4297.995165793658,Month-to-month,Mailed check,No,No,No,No,No internet service,No internet service,Yes,1
CUST_01430,11,45.03402673813861,2491.7058067227363,One year,Electronic check,No,Yes,No,No,No,Yes,No,0
CUST_01431,51,103.17246313050897,4007.4823193692546,One year,Bank transfer,DSL,No,Yes,No internet service,Yes,Yes,No internet service,0
CUST_01432,41,66.31994363089206,1142.665684298017,Month-to-month,Bank transfer,DSL,No internet service,No internet service,No,No internet service,No,No internet service,0
CUST_01433,17,68.68282119412368,7651.063554495621,Two year,Bank transfer,No,Yes,No,No internet service,No internet service,No internet service,No internet service,0
CUST_01434,46,113.48930465545085,6422.84916388711,One year,Electronic check,DSL,No,No internet service,Yes,No internet service,Yes,No,0
CUST_01435,32,83.70858888547156,5376.98718049526,Two year,Credit card,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,0
CUST_01436,54,109.86677015526638,4351.735536306784,One year,Credit card,No,No internet service,Yes,No internet service,No,No internet service,No,0
CUST_01437,20,65.6508855341533,6358.136176200919,One year,Bank transfer,Fiber optic,No,No,No internet service,Yes,Yes,Yes,0
CUST_01438,33,34.943625851829424,4008.582192727854,Month-to-month,Mailed check,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,0
CUST_01439,40,112.99355940740857,2469.793874420807,Month-to-month,Credit card,No,No internet service,No,No internet service,Yes,No,No,0
CUST_01440,32,65.87051156675383,1366.9564578167092,Two year,Bank transfer,DSL,No,No,No internet service,Yes,No,No,0
CUST_01441,2,38.16314218788219,5215.926151534278,One year,Credit card,No,No,Yes,Yes,Yes,Yes,No internet service,0
CUST_01442,33,50.23957403039222,7442.463385709461,Two year,Bank transfer,No,Yes,No internet service,No,No,No internet service,No internet service,0
CUST_01443,30,25.080258968894224,1313.5865726843742,Month-to-month,Credit card,DSL,No internet service,No,No,No internet service,No,No,0
CUST_01444,33,66.83005914563851,1522.1425559013735,Month-to-month,Credit card,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,0
CUST_01445,26,105.31281719102365,3525.487663935327,Month-to-month,Mailed check,Fiber optic,No internet service,No,Yes,Yes,No,Yes,1
CUST_01446,22,113.35804560066893,6474.504848565543,Month-to-month,Mailed check,DSL,No,No,Yes,No,No,Yes,1
CUST_01447,66,113.26022075036437,2421.9895588748864,Month-to-month,Credit card,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,1
CUST_01448,38,32.52300256287467,2105.912104893222,Two year,Bank transfer,DSL,Yes,No,No internet service,No internet service,Yes,Yes,0
CUST_01449,46,58.205388251105695,4997.7337025563875,Two year,Mailed check,No,No internet service,No,No,No internet service,Yes,No,0
CUST_01450,15,22.822875965070637,4331.356776807222,Month-to-month,Electronic check,DSL,No,No,No,No,Yes,Yes,0
CUST_01451,44,105.51653449714728,575.7408791173665,One year,Mailed check,DSL,Yes,Yes,No internet service,No,No internet service,Yes,0
CUST_01452,49,55.87557620212738,743.7708207432846,One year,Credit card,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,0
CUST_01453,61,83.11170278922347,5179.802543459653,One year,Credit card,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,0
CUST_01454,67,91.48984380772886,3774.4764332674586,One year,Electronic check,DSL,Yes,No,Yes,No internet service,Yes,No internet service,0
CUST_01455,6,62.98446697431554,7770.719813554261,One year,Mailed check,DSL,No internet service,No,No,No,No internet service,Yes,0
CUST_01456,9,50.6442336550243,5460.398144767511,Month-to-month,Credit card,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,1
CUST_01457,6,116.22129101159447,179.5819297465285,Two year,Electronic check,No,No,No internet service,Yes,No internet service,No,Yes,1
CUST_01458,32,116.44882250238543,3900.0483604236483,Month-to-month,Electronic check,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,1
CUST_01459,41,48.94363680300219,3374.138686780288,One year,Bank transfer,No,No,No,No internet service,Yes,Yes,No,0
CUST_01460,8,67.96250967444581,943.0394939507727,One year,Mailed check,Fiber optic,Yes,No,No internet service,No,Yes,Yes,0
CUST_01461,50,117.28441586600223,7393.3498033903015,Two year,Mailed check,Fiber optic,No internet service,No internet service,No,No,No internet service,No,0
CUST_01462,62,20.486840765550323,6459.589262745617,Month-to-month,Mailed check,No,No,Yes,No internet service,No,Yes,No internet service,0
CUST_01463,62,61.26782483791492,1917.6786765180148,Two year,Credit card,DSL,No internet service,Yes,No,No,No,Yes,0
CUST_01464,7,30.045754968096844,2122.247994859678,One year,Electronic check,Fiber optic,Yes,No internet service,Yes,Yes,No,No,0
CUST_01465,4,70.91579655626026,352.94262122366257,One year,Bank transfer,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,0
CUST_01466,6,22.466995454048714,2444.0678674744236,Two year,Mailed check,Fiber optic,No internet service,No,No,Yes,No,Yes,1
CUST_01467,58,60.68984313906279,4718.513870415493,One year,Bank transfer,DSL,Yes,No internet service,No,Yes,No,Yes,0
CUST_01468,22,42.06990747853351,3424.662768254679,Month-to-month,Bank transfer,Fiber optic,No,No internet service,Yes,Yes,No,No,0
CUST_01469,26,73.33083624587408,7757.1181633854785,One year,Electronic check,DSL,No internet service,No,No internet service,No,Yes,No,0
CUST_01470,3,119.59936491006997,543.033337183,One year,Mailed check,Fiber optic,No internet service,No internet service,No,No,No internet service,No,1
CUST_01471,41,100.05361051267477,4772.298255302184,Month-to-month,Bank transfer,No,Yes,No,No,No,No internet service,No internet service,1
CUST_01472,60,104.56420916244214,6880.64458000568,One year,Mailed check,Fiber optic,No,Yes,No,Yes,No,Yes,0
CUST_01473,14,83.52649873590809,3897.8532080368086,Two year,Mailed check,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,0
CUST_01474,12,24.155984827225858,123.40549242713483,Two year,Mailed check,DSL,No internet service,Yes,No internet service,No,No,Yes,0
CUST_01475,12,40.67976760441441,2018.131848627574,One year,Bank transfer,DSL,Yes,No,Yes,No,No,Yes,0
CUST_01476,13,112.5064556447055,2657.7749077769327,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,No internet service,No,Yes,1
CUST_01477,25,56.61131179287512,7731.356507003953,Month-to-month,Electronic check,No,No,Yes,Yes,Yes,No,No,0
CUST_01478,45,30.363672648079557,7303.008926525726,Two year,Bank transfer,No,No,No,No internet service,No internet service,No internet service,No internet service,0
CUST_01479,19,90.2405365866202,7598.4469903502795,One year,Credit card,DSL,Yes,No,No,No internet service,No internet service,No internet service,0
CUST_01480,55,49.945772393425464,6623.491815174049,Month-to-month,Mailed check,No,No,Yes,No internet service,No,Yes,No internet service,0
CUST_01481,45,46.88569129041717,2878.017099499845,Month-to-month,Mailed check,DSL,Yes,Yes,No internet service,No,Yes,No internet service,0
CUST_01482,8,119.79774555582604,7256.423734559984,Two year,Electronic check,No,No internet service,Yes,No internet service,Yes,No,No,1
CUST_01483,53,105.81389250266544,7855.307596902686,Two year,Bank transfer,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,0
CUST_01484,55,60.793781836784106,2865.563366972128,Month-to-month,Bank transfer,DSL,Yes,No,No,Yes,No,No internet service,0
CUST_01485,32,118.02612078164991,2158.3921312929465,Two year,Credit card,No,Yes,No,No internet service,No internet service,No internet service,No,0
CUST_01486,51,85.01132234192136,4420.6387129795485,Month-to-month,Credit card,Fiber optic,No internet service,No,Yes,No,No internet service,No,1
CUST_01487,44,94.20224518797602,1578.502321531547,One year,Electronic check,DSL,No,No,No internet service,No internet service,Yes,Yes,0
CUST_01488,70,23.15130430822116,357.7313491104037,Two year,Credit card,DSL,No,Yes,No,Yes,Yes,Yes,0
CUST_01489,18,32.16052593480571,7572.06625181537,Two year,Credit card,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,0
CUST_01490,22,83.30851264962384,7413.350996287212,One year,Bank transfer,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,0
CUST_01491,37,109.90239826494839,1384.9654447207563,Month-to-month,Bank transfer,DSL,Yes,No internet service,Yes,No internet service,No,No,1
CUST_01492,56,82.37437260875956,3321.1479507447834,Month-to-month,Credit card,No,No,Yes,No,No,No internet service,Yes,1
CUST_01493,59,33.40248943189918,6665.186874854216,Two year,Electronic check,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,0
CUST_01494,3,31.576004624632464,5321.902360684739,Month-to-month,Credit card,DSL,No internet service,No,Yes,Yes,No internet service,No,1
CUST_01495,28,104.41858958240816,3218.82132244864,Month-to-month,Electronic check,DSL,No internet service,Yes,No internet service,No,No,No internet service,1
CUST_01496,35,33.93023387079143,5978.95087774427,One year,Credit card,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,0
CUST_01497,61,72.02319605040253,7186.674366860509,One year,Bank transfer,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,0
CUST_01498,54,23.71133199623023,7416.650811154357,One year,Bank transfer,No,No,No internet service,No internet service,No,No,No internet service,0
CUST_01499,63,28.066976739117738,3092.9119341852934,Two year,Electronic check,No,No internet service,No,Yes,Yes,No internet service,Yes,0
CUST_01500,7,87.23482676428648,1471.1293725752691,One year,Credit card,No,Yes,Yes,Yes,No internet service,No,No internet service,1
CUST_01501,49,88.91814104275167,7311.426979732403,One year,Credit card,DSL,Yes,No,No internet service,Yes,No,No,0
CUST_01502,31,54.14694066084424,831.1880223021233,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No internet service,Yes,No,0
CUST_01503,58,41.56097652430448,5801.3382907024925,One year,Credit card,No,No,No,No,Yes,Yes,No internet service,0
CUST_01504,61,101.3710270757308,1209.928787400333,Two year,Mailed check,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,0
CUST_01505,24,41.71032294698904,3176.156151874768,One year,Bank transfer,DSL,No,No,No internet service,No internet service,No internet service,No,0
CUST_01506,20,74.20270696663798,3351.2903977057163,Two year,Bank transfer,DSL,No,No,Yes,No internet service,No internet service,No,0
CUST_01507,37,116.82088408629055,1354.1875293854587,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,Yes,Yes,No,0
CUST_01508,4,34.78524378623838,7389.183328652234,Month-to-month,Credit card,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,1
CUST_01509,20,114.08762674947089,121.07852727336149,One year,Electronic check,No,Yes,No internet service,No,No,No internet service,No,0
CUST_01510,60,38.289305306866865,7161.087491411382,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,0
CUST_01511,24,76.74432080232296,7082.251655456335,One year,Credit card,No,Yes,No internet service,No internet service,Yes,No,Yes,0
CUST_01512,50,57.70077119587446,2604.0128642142126,Month-to-month,Mailed check,Fiber optic,No internet service,No,No,No internet service,No,Yes,0
CUST_01513,49,116.4928601501826,5663.845732046277,Two year,Electronic check,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,0
CUST_01514,51,47.35420290019369,2097.190399256692,Month-to-month,Bank transfer,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,0
CUST_01515,36,59.96580020857537,6094.3111418061135,One year,Mailed check,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,0
CUST_01516,66,118.28601178554204,4532.8459601231725,One year,Credit card,DSL,No,No internet service,No,Yes,No,No internet service,0
CUST_01517,34,73.64703911884732,2471.781088556501,One year,Electronic check,DSL,No,Yes,No,Yes,No internet service,No internet service,0
CUST_01518,36,70.26301156212534,3261.854553737471,Two year,Electronic check,No,No,No,No internet service,Yes,Yes,Yes,0
CUST_01519,6,45.77784882039913,5550.120984683388,Month-to-month,Electronic check,No,No internet service,No internet service,No,Yes,Yes,No,1
CUST_01520,39,90.13635603104414,7258.169852185886,One year,Bank transfer,DSL,No,Yes,No internet service,No,No,No internet service,0
CUST_01521,42,21.437295177777763,1132.7394808814695,Two year,Electronic check,DSL,Yes,Yes,No,No,Yes,Yes,0
CUST_01522,58,24.95126297022935,4613.775360386341,Two year,Electronic check,Fiber optic,No,Yes,No,Yes,Yes,Yes,0
CUST_01523,12,79.93585871358027,2104.460675711228,Two year,Bank transfer,Fiber optic,Yes,No,Yes,No internet service,No,No,0
CUST_01524,3,54.16745738184541,6430.840774016127,Month-to-month,Electronic check,No,Yes,No internet service,Yes,No,No,No,1
